epoch,train_loss,valid_loss,valid_accuracy,valid_precision,valid_recall,valid_auc,valid_baseline_accuracy
1,0.6828254126686591,0.6916794082702691,0.5306761565836299,0.5814703353396389,0.6670776818742293,0.5167261393217003,0.5772241950035095
2,0.6605199365422062,0.7028156028099332,0.5284697508896797,0.5925464290165774,0.586189889025894,0.5238734861977772,0.5772241950035095
3,0.620979470806264,0.7137878212300908,0.5496797153024912,0.590664090308146,0.7161528976572133,0.5229367970705825,0.5772241950035095
4,0.579837752651421,0.7841173199317634,0.5217793594306049,0.5857477499691777,0.5858199753390876,0.5124657902493908,0.5772241950035095
5,0.5357974048338884,0.7889394714654129,0.5362989323843417,0.5957038281531262,0.6120838471023428,0.5291328098079022,0.5772241950035095
6,0.5137629700394529,0.8535861017695525,0.5226334519572954,0.591927663477919,0.5569667077681875,0.5196467345049343,0.5772241950035095
7,0.49519401318638717,0.8954967130036541,0.5215658362989324,0.5954870665932857,0.5336621454993835,0.5236311532920658,0.5772241950035095
